"id","page","route","section","legal","en","tr"
"home.247","Homepage","/","Sezon planlayıcı","","Tourism & hospitality","Turizm ve konaklama"
"home.248","Homepage","/","Sezon planlayıcı","","Construction","İnşaat"
"home.249","Homepage","/","Sezon planlayıcı","","Factory & manufacturing","Fabrika ve üretim"
"home.250","Homepage","/","Sezon planlayıcı","","Greenhouse and harvest crews are needed from September. Contracts signed in June and July arrive in time; August starts are already tight.","Sera ve hasat ekiplerine eylül ayından itibaren ihtiyaç duyulur. Haziran ve temmuzda imzalanan sözleşmeler zamanında yetişir; ağustosta imzalayanlar için süre dardır."
"home.251","Homepage","/","Sezon planlayıcı","","Season opens in April. Hotels that sign in January have staff trained before the first guests — March signings usually miss opening week.","Sezon nisanda açılır. Ocakta imzalayan oteller ilk misafirler gelmeden personelini eğitmiş olur; martta imzalayanlar genellikle açılış haftasına yetişemez."
"home.252","Homepage","/","Sezon planlayıcı","","Work restarts in March once the weather turns. December and January signings put crews on site for the first dry weeks.","Şantiyeler hava düzelince martta yeniden hareketlenir. Aralık ve ocakta imzalanan sözleşmeler, ekipleri ilk kuru haftalarda sahada olacak şekilde hazırlar."
"home.253","Homepage","/","Sezon planlayıcı","yes","Demand runs all year, so there is no rush month — but permit time is the same 45 days whenever you file.","Talep yıl boyunca sürdüğü için beklenecek bir sezon yoktur — ancak başvuru ne zaman yapılırsa yapılsın izin süresi yine 45 gündür."
"home.254","Homepage","/","Süreç ve zaman çizelgesi","","Workforce Recruitment","İş gücü temini"
"home.255","Homepage","/","Süreç ve zaman çizelgesi","","Work Permit Processing","Çalışma izni süreci"
"home.256","Homepage","/","Süreç ve zaman çizelgesi","","Arrival & Deployment","Varış ve yerleşim"
"home.257","Homepage","/","Süreç ve zaman çizelgesi","","Cost Transparency","Maliyet şeffaflığı"
"home.258","Homepage","/","Süreç ve zaman çizelgesi","","Sourcing and vetting from 13 countries — matched to your sector, skill level and headcount, by our own representatives.","13 ülkeden tedarik ve kontrol — sektörünüze, nitelik seviyesine ve kişi sayısına göre, JobsAdmire temsilcileri tarafından."
"home.259","Homepage","/","Süreç ve zaman çizelgesi","yes","Every permit filed and tracked to approval under law No. 4904 — no paperwork on your side, 45 days on average.","Her izin başvurusu 4904 sayılı kanun kapsamında yapılır ve onaya kadar takip edilir — sizin tarafınızda evrak işi yok, ortalama 45 gün."
"home.260","Homepage","/","Süreç ve zaman çizelgesi","","Travel, onboarding and follow-up support — workers start on schedule, from day one.","Seyahat, işe uyum ve takip desteği — işçiler ilk günden itibaren planlandığı gibi başlar."
"home.261","Homepage","/","Süreç ve zaman çizelgesi","yes","Salary floors, SGK and permit fees — the real 2026 monthly figure before you commit.","Maaş tabanları, SGK ve izin harçları — taahhütten önce gerçek 2026 aylık tutarı."
"home.262","Homepage","/","Blog ve rehberler","","Market News","Piyasa haberleri"
"home.263","Homepage","/","Blog ve rehberler","","Work Permits","Çalışma izinleri"
"home.264","Homepage","/","Blog ve rehberler","","Compliance","Mevzuat"
"home.265","Homepage","/","Blog ve rehberler","","Recruitment","İşe alım"
"home.266","Homepage","/","Blog ve rehberler","yes","Turkey's 2026 minimum wage: what it means for hiring costs","Türkiye'de 2026 asgari ücreti: işe alım maliyetleri için ne anlama geliyor"
"home.267","Homepage","/","Blog ve rehberler","","New wage floor, new permit salary thresholds — and what changes for your budget.","Yeni ücret tabanı, yeni izin maaş eşikleri — ve bütçeniz için değişenler."
"home.268","Homepage","/","Blog ve rehberler","","Work permit rejection reasons — and how to avoid them","Çalışma izni ret nedenleri ve bunlardan nasıl kaçınılır?"
"home.269","Homepage","/","Blog ve rehberler","","The 7 most common rejection reasons, and how we file to avoid every one.","En sık görülen 7 ret sebebi ve JobsAdmire'ın başvuruları bunlardan kaçınacak şekilde nasıl hazırladığı."
"home.270","Homepage","/","Blog ve rehberler","yes","SGK registration for foreign workers: employer obligations","Yabancı işçiler için SGK kaydı: işveren yükümlülükleri"
"home.271","Homepage","/","Blog ve rehberler","yes","Social security registration, premiums and the deadlines that carry fines.","Sosyal güvenlik kaydı, primler ve cezaya tabi süreler."
"home.272","Homepage","/","Sezon planlayıcı","","Hotel & resort staffing: preparing for the 2026 tourism season","Otel ve tatil köyü personeli: 2026 turizm sezonuna hazırlık"
"home.273","Homepage","/","Blog ve rehberler","","Antalya's hotels start recruiting in autumn — here is the season timeline.","Antalya'daki oteller işe alıma sonbaharda başlar — sezon takvimi burada."
"home.274","Homepage","/","Blog ve rehberler","","Hiring from Pakistan: what Turkish employers should know","Pakistan'dan işe alım: Türk işverenlerin bilmesi gerekenler"
"home.275","Homepage","/","Adaylar","","Work permit approved — TIG welder","Çalışma izni onaylandı — TIG kaynakçısı"
"home.276","Homepage","/","Adaylar","","6 greenhouse workers deployed","6 sera işçisi işe başladı"
"home.277","Homepage","/","Onay panosu","","3 industrial seamstresses placed","3 endüstriyel dikiş makinesi operatörü yerleştirildi"
"home.278","Homepage","/","Onay panosu","","Farm crew of 8 arrived","Hayvancılık sektöründe görev alacak 8 çalışan Türkiye’ye ulaştı."
"home.279","Homepage","/","Onay panosu","","2h ago","2 saat önce"
"home.280","Homepage","/","Onay panosu","yes","Karachi → Antalya · metal industry · 41 days","Karaçi → Antalya · metal sanayi · 41 gün"
"home.281","Homepage","/","Adaylar","","Group permit approved — 12 greenhouse workers","Grup izni onaylandı — 12 sera işçisi"
"home.282","Homepage","/","Sezon planlayıcı","","Tashkent → Demre · agriculture · group permit","Taşkent → Demre · tarım · grup izni"
"home.283","Homepage","/","Adaylar","","Housekeeping team of 4 started","4 kişilik kat hizmetleri ekibi işe başladı"
"home.284","Homepage","/","Adaylar","","Kathmandu → Belek · 5-star resort · ready before the season","Katmandu → Belek · 5 yıldızlı tesis · sezon öncesi hazır"
"home.285","Homepage","/","Adaylar","","Work permit approved — CNC operator","Çalışma izni onaylandı — CNC operatörü"
"home.286","Homepage","/","Onay panosu","yes","Lahore → İzmir · machining · 39 days","Lahor → İzmir · talaşlı imalat · 39 gün"
"home.287","Homepage","/","Onay panosu","","Samarkand → Denizli · textile · direct contract","Semerkant → Denizli · tekstil · doğrudan sözleşme"
"home.288","Homepage","/","Onay panosu","","Bishkek → Konya · dairy & livestock · housing provided on site","Bişkek → Konya · Süt ve hayvancılık sektörü · Konaklama imkânı mevcut."
"home.289","Homepage","/","Onay panosu","","yesterday","dün"
"home.290","Homepage","/","Blog ve rehberler","","5 min read","5 dk okuma"
"home.291","Homepage","/","Blog ve rehberler","","6 min read","6 dk okuma"
"home.292","Homepage","/","Blog ve rehberler","","4 min read","4 dk okuma"
"home.293","Homepage","/","Blog ve rehberler","","7 min read","7 dk okuma"
"home.294","Homepage","/","SSS","","How long until a worker actually starts?","Bir çalışan ne kadar sürede işe başlayabilir?"
"home.295","Homepage","/","SSS","yes","About 45 days on average from signed contract to work-permit approval, plus 1–2 weeks for travel and arrival. Urgent seasonal cases can move faster — we give you the real timeline before you sign.","İmzalı sözleşmeden çalışma izni onayına kadar ortalama 45 gün, seyahat ve varış için ek olarak 1–2 hafta. Acil sezon taleplerinde süre kısalabilir — JobsAdmire, taahhütten önce gerçekçi takvimi paylaşır."
"home.296","Homepage","/","SSS","","Do we have to handle any paperwork?","Evrak işlerini biz mi takip etmek zorundayız?"
"home.297","Homepage","/","SSS","yes","No. We file and track every application under law No. 4904 — permit, contract, SGK registration and arrival formalities. Your side is three steps: share the requirement, approve the shortlist, sign the contract.","Hayır. Her başvuru 4904 sayılı kanun kapsamında JobsAdmire tarafından yapılır ve takip edilir — izin, sözleşme, SGK kaydı ve varış formaliteleri. Sizden beklenen üç adım: ihtiyacınızı paylaşın, kısa listeyi onaylayın, sözleşmeyi imzalayın."
"home.298","Homepage","/","SSS","","What does a worker really cost per month?","Bir işçi aylık olarak gerçekte ne kadara geliyor?"
"home.299","Homepage","/","SSS","yes","At 2026 minimum wage roughly ₺38,944 per worker per month including SGK and the standard discount, plus one-time permit and flight costs. Skilled roles carry a higher legal salary floor — the calculator on this site shows your exact case.","2026 asgari ücretiyle, SGK ve standart indirim dahil işçi başına aylık yaklaşık 38.944 ₺, ayrıca tek seferlik izin ve uçuş maliyetleri. Nitelikli pozisyonlarda yasal maaş tabanı daha yüksektir — sitedeki hesaplama sizin durumunuzu gösterir."
"home.300","Homepage","/","SSS","","What if a worker leaves or doesn't fit?","İşçi ayrılırsa ya da uyum sağlamazsa ne olur?"
"home.301","Homepage","/","SSS","yes","Every candidate is interviewed and document-checked by our own representative before you see the profile. If a placement fails in the agreed guarantee period, we replace the worker — the terms are written into your contract, not promised verbally.","Her aday, siz profili görmeden önce JobsAdmire temsilcisi tarafından görüşülür ve belgeleri kontrol edilir. Yerleştirme, sözleşmede belirlenen garanti süresi içinde sonuç vermezse işçi değiştirilir — şartlar sözlü değil, sözleşmenizde yazılıdır."
"home.302","Homepage","/","SSS","","Does the worker pay any fee?","İşçiden herhangi bir ücret alınıyor mu?"
"home.303","Homepage","/","SSS","yes","Never. Job seekers are never charged a fee (law No. 4904). Anyone asking a worker for money is not working for us — check their JA- ID on the public register and report them to us.","Asla. İş arayanlardan hiçbir ücret alınmaz (4904 sayılı kanun). İşçiden para isteyen kişi JobsAdmire adına çalışmıyordur — JA- kimlik numarasını kamuya açık kayıttan doğrulayın ve durumu bize bildirin."
"home.304","Homepage","/","SSS","","Which sectors and countries do you cover?","Hangi sektörlerde ve hangi ülkelerde çalışıyorsunuz?"
"home.305","Homepage","/","SSS","","Factory and manufacturing, agriculture, tourism and hospitality, and construction — sourcing from 13 countries including Pakistan, Uzbekistan, Nepal, India, Kyrgyzstan and the Philippines.","Fabrika ve üretim, tarım, turizm ve konaklama ile inşaat — Pakistan, Özbekistan, Nepal, Hindistan, Kırgızistan ve Filipinler dahil 13 ülkeden işçi temin edilir."
"hire.001","Hire Workers","/hire-workers","Menü ve genel etiketler","","About Us","Hakkımızda"
"hire.002","Hire Workers","/hire-workers","Menü ve genel etiketler","","Hire Workers","İşçi Talebi"
"hire.003","Hire Workers","/hire-workers","Menü ve genel etiketler","","Candidates","Adaylar"
"hire.004","Hire Workers","/hire-workers","Menü ve genel etiketler","yes","Work Permits","Çalışma İzinleri"
"hire.005","Hire Workers","/hire-workers","Menü ve genel etiketler","","Cost Calculator","Maliyet Hesaplama"
"hire.006","Hire Workers","/hire-workers","Menü ve genel etiketler","","Hiring Cost Calculator","İşçi Maliyet Hesaplama"
"hire.007","Hire Workers","/hire-workers","Menü ve genel etiketler","","Success Stories","Başarı Hikayeleri"
"hire.008","Hire Workers","/hire-workers","Menü ve genel etiketler","","Contact Us","İletişim"
"hire.009","Hire Workers","/hire-workers","Menü ve genel etiketler","","Partner With Us","İş Ortağı Olun"
"hire.010","Hire Workers","/hire-workers","Menü ve genel etiketler","","Join Our Team","Ekibimize Katılın"
"hire.011","Hire Workers","/hire-workers","Menü ve genel etiketler","","Blog & Guides","Blog ve Rehberler"
"hire.012","Hire Workers","/hire-workers","Menü ve genel etiketler","","Blog","Rehberler"
"hire.013","Hire Workers","/hire-workers","Menü ve genel etiketler","","Verify a Representative","Temsilci Doğrulama"
"hire.014","Hire Workers","/hire-workers","Menü ve genel etiketler","","CRM Login","CRM Girişi"
"hire.015","Hire Workers","/hire-workers","Menü ve genel etiketler","","Available Workers","Mevcut Adaylar"
"hire.016","Hire Workers","/hire-workers","Menü ve genel etiketler","","Request","Talep"
"hire.017","Hire Workers","/hire-workers","Menü ve genel etiketler","","Workers","Oluştur"
"hire.018","Hire Workers","/hire-workers","Menü ve genel etiketler","","Language","Dil"
"hire.019","Hire Workers","/hire-workers","Menü ve genel etiketler","yes","İŞKUR Licensed · Permit No. 1730","Özel İstihdam Bürosu · İzin Belgesi No: 1730"
"hire.020","Hire Workers","/hire-workers","Menü ve genel etiketler","","Home","Ana Sayfa"
"hire.021","Hire Workers","/hire-workers","Hero bölümü","","Hire verified overseas","Türkiye'de"
"hire.022","Hire Workers","/hire-workers","Hero bölümü","","workers","belgeli yabancı işçi"
"hire.023","Hire Workers","/hire-workers","Hero bölümü","","in Turkey","istihdam edin"
